Serial No,time_stamp,AccXYZ_Measurement_Index,AccX_Measurement_Index,AccY_Measurement_Index,AccZ_Measurement_Index,AE_Measurement_Index,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Zero Crossing Rate,AccX_Zero Crossing Rate,AccY_Zero Crossing Rate,AccZ_Zero Crossing Rate,AE_Zero Crossing Rate,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_K(t),AccX_K(t),AccY_K(t),AccZ_K(t),AE_K(t),AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
11,Tue Apr 26 11:59:56 2022,4414,4414,4414,4414,4423,2.113881826400757,1.73858642578125,2.21630859375,3.33251953125,2.999999761581421,2.113881826400757,1.73858642578125,1.214111328125,1.76910400390625,1.5,1.1832903623580933,-1.0343801975250244,0.014884262345731258,0.006282463204115629,-0.001903971191495657,1.2112877368927002,1.065124750137329,0.3449943959712982,0.46228474378585815,0.8658202886581421,1.0,0,749.0,921.0,1169.0,1.745152473449707,1.6322842836380005,3.5192203521728516,3.826870918273926,1.7324610948562622,0,0,0,0,0,0.9768862724304199,-0.9711352586746216,0.043143488466739655,0.013590029440820217,-0.002199037466198206,1.067873477935791,-1.0805922746658325,0.16215196251869202,-0.01562002394348383,0.031541306525468826,1.185462474822998,1.216524362564087,2.790364980697632,3.3335375785827637,2.098804473876953
12,Tue Apr 26 11:59:58 2022,4416,4416,4416,4416,4425,3.067030906677246,2.30889892578125,3.71575927734375,3.99993896484375,2.999999761581421,3.067030906677246,2.0,1.9854736328125,2.0,1.5,1.7460156679153442,-1.0314209461212158,0.00886203721165657,0.005164680536836386,0.021524060517549515,1.8360332250595093,1.1413798332214355,0.640811026096344,1.2874897718429565,1.2769646644592285,1.0,30.0,1000.0,1056.0,1159.0,1.6704659461975098,1.7522650957107544,3.0983762741088867,1.5534104108810425,1.174660563468933,0,0,0,0,0,0.9509717226028442,-0.9036614298820496,0.013829408213496208,0.0040114340372383595,0.016855642199516296,1.1366448402404785,-1.238242745399475,0.020614422857761383,6.939975719433278e-05,0.032141610980033875,1.3723175525665283,1.6585482358932495,2.7840981483459473,1.810516357421875,1.2737617492675781
13,Tue Apr 26 12:00:01 2022,4419,4419,4419,4419,4428,3.2465262413024902,2.3499755859375,3.90240478515625,3.99993896484375,2.999999761581421,3.2465262413024902,2.0,1.95660400390625,2.0,1.5,1.6638585329055786,-1.0291707515716553,0.011952591128647327,-0.0028771590441465378,0.011037693358957767,1.7460952997207642,1.124764323234558,0.6197972297668457,1.173748254776001,1.2368052005767822,1.0,38.0,1006.0,1049.0,1167.0,1.8593064546585083,1.7781503200531006,3.1568453311920166,1.703942894935608,1.2128021717071533,0,0,0,0,0,0.9529024958610535,-0.9150101542472839,0.019284680485725403,-0.0024512573145329952,0.008924358524382114,1.133538007736206,-1.2113597393035889,0.09340057522058487,0.03336551412940025,0.021878089755773544,1.3673007488250732,1.5866706371307373,2.8203797340393066,2.019963026046753,1.3316038846969604
14,Tue Apr 26 12:00:03 2022,4421,4421,4421,4421,4430,3.0098087787628174,2.57098388671875,3.6224365234375,3.99993896484375,2.999999761581421,3.0098087787628174,2.0,1.86846923828125,2.0,1.5,1.6879239082336426,-1.031548023223877,0.01102775614708662,-0.0032508850563317537,0.020424585789442062,1.7665854692459106,1.139488697052002,0.622759222984314,1.197731614112854,1.2565535306930542,1.0,50.0,1022.0,1052.0,1163.0,1.7037436962127686,1.7551732063293457,3.000307559967041,1.669823169708252,1.1937414407730103,0,0,0,0,0,0.9554725289344788,-0.9052727222442627,0.01770789735019207,-0.0027142015751451254,0.016254449263215065,1.12532377243042,-1.226386308670044,0.049525581300258636,0.015790190547704697,0.03218812122941017,1.3428394794464111,1.6224156618118286,2.6611223220825195,1.916506052017212,1.3034709692001343
15,Tue Apr 26 12:00:06 2022,4423,4424,4424,4424,4432,3.1418473720550537,2.4453125,3.79412841796875,3.99993896484375,2.999999761581421,3.1418473720550537,2.0,2.0,2.0,1.5,1.698782205581665,-1.0280768871307373,0.009861946105957031,-0.00020610808860510588,0.020928898826241493,1.7824981212615967,1.1344820261001587,0.6689650416374207,1.2011401653289795,1.2477262020111084,1.0,56.0,999.0,1044.0,1201.0,1.7626091241836548,1.7629190683364868,2.9896929264068604,1.6650846004486084,1.2021868228912354,0,0,0,0,0,0.953034520149231,-0.9062081575393677,0.014742095023393631,-0.00017159369599539787,0.016773631796240807,1.1327543258666992,-1.2271865606307983,-0.04812157154083252,-0.03260795399546623,0.031891342252492905,1.3642985820770264,1.628365159034729,2.8281314373016357,1.9519635438919067,1.3179596662521362
16,Tue Apr 26 12:00:08 2022,4426,4426,4426,4426,4435,1.1621712446212769,1.11279296875,0.62091064453125,0.55548095703125,1.0790880918502808,1.1621712446212769,1.11279296875,0.34307861328125,0.297607421875,0.5616833567619324,1.0381150245666504,-1.0348049402236938,0.014899292029440403,0.0056800078600645065,9.620705532142892e-05,1.0383267402648926,1.0350093841552734,0.054673515260219574,0.062352173030376434,0.11177553981542587,1.0,0,571.0,918.0,1160.0,1.1192731857299805,1.0751525163650513,6.2750420570373535,4.773007869720459,5.0251007080078125,0,0,0,0,0,0.9997960925102234,-0.9998024702072144,0.27251389622688293,0.09109558910131454,0.0008607165073044598,1.0006191730499268,-1.0005942583084106,0.37220749258995056,0.5323700308799744,0.13489186763763428,1.001662015914917,1.0015836954116821,6.3697123527526855,5.749654769897461,5.463155746459961
17,Tue Apr 26 12:00:10 2022,4428,4428,4428,4429,4437,1.1322989463806152,1.0968017578125,0.4195556640625,0.45831298828125,0.9085407257080078,1.1322989463806152,1.0968017578125,0.2149658203125,0.24163818359375,0.45734184980392456,1.037010669708252,-1.0344446897506714,0.015269774943590164,0.005580749362707138,3.020799340447411e-05,1.037168025970459,1.034597396850586,0.04875579848885536,0.05430394411087036,0.09658139199018478,1.0,0,679.0,993.0,1292.0,1.091721773147583,1.0601242780685425,4.409030914306641,4.449735641479492,4.735300064086914,0,0,0,0,0,0.9998483061790466,-0.9998524188995361,0.31318891048431396,0.10276876389980316,0.0003127724048681557,1.0004570484161377,-1.0004467964172363,0.6784394979476929,0.20891134440898895,-0.007571881171315908,1.0012246370315552,1.0011935234069824,3.835031032562256,4.558038711547852,4.488175868988037
18,Tue Apr 26 12:00:13 2022,4431,4431,4431,4431,4440,1.7506040334701538,1.64312744140625,1.889892578125,2.32470703125,2.999999761581421,1.7506040334701538,1.64312744140625,0.96063232421875,1.23529052734375,1.5,1.138149380683899,-1.0348418951034546,0.015422134660184383,0.005181236192584038,0.001015593414194882,1.152321457862854,1.0492541790008545,0.29166725277900696,0.37661728262901306,0.7796306014060974,1.0,0,596.0,879.0,946.0,1.5191975831985474,1.5659955739974976,3.2935898303985596,3.2799623012542725,1.9239881038665771,0,0,0,0,0,0.9877012968063354,-0.9862642884254456,0.052875783294439316,0.013757297769188881,0.0013026597443968058,1.0379345417022705,-1.0401384830474854,0.11738026887178421,0.09948103874921799,0.053626932203769684,1.1045012474060059,1.1077407598495483,2.858215570449829,2.9985082149505615,2.287693738937378
19,Tue Apr 26 12:00:15 2022,4433,4434,4434,4434,4442,2.224027633666992,1.677001953125,1.83209228515625,2.895751953125,2.999999761581421,2.224027633666992,1.677001953125,0.92864990234375,1.5933837890625,1.5,1.1505998373031616,-1.0350228548049927,0.01556243933737278,0.006517295725643635,0.0008107139146886766,1.1677008867263794,1.0517094135284424,0.2988176941871643,0.41005051136016846,0.8162797689437866,1.0,0,562.0,926.0,959.0,1.9046210050582886,1.5945488214492798,3.1077473163604736,3.8858232498168945,1.8376052379608154,0,0,0,0,0,0.9853549599647522,-0.9841338992118835,0.05208004638552666,0.015893885865807533,0.000993181485682726,1.045943260192871,-1.046241283416748,0.11861054599285126,-0.03330083563923836,0.001955991378054023,1.1286817789077759,1.1243840456008911,2.8482983112335205,3.046416997909546,2.159492254257202
20,Tue Apr 26 12:00:18 2022,4436,4436,4436,4436,4445,2.27190899848938,1.85101318359375,2.14703369140625,3.1690673828125,2.999999761581421,2.27190899848938,1.85101318359375,1.08258056640625,1.623046875,1.5,1.1810939311981201,-1.0342915058135986,0.014883041381835938,0.005622672848403454,0.0011990321800112724,1.207832932472229,1.0641968250274658,0.3411587178707123,0.4582101106643677,0.8658419251441956,1.0,0,816.0,940.0,1139.0,1.8809795379638672,1.7393523454666138,3.173246145248413,3.5421454906463623,1.7324178218841553,0,0,0,0,0,0.9778620004653931,-0.9718986749649048,0.04362497851252556,0.012270948849618435,0.001384816481731832,1.0655429363250732,-1.0793448686599731,0.14646051824092865,0.09325883537530899,0.0474047027528286,1.1800867319107056,1.2141399383544922,2.8482229709625244,2.989382028579712,2.067401647567749
21,Tue Apr 26 12:00:20 2022,4438,4438,4438,4438,4447,2.1129791736602783,1.948974609375,2.1405029296875,2.7154541015625,2.999999761581421,2.1129791736602783,1.948974609375,1.08447265625,1.3641357421875,1.5,1.1754746437072754,-1.0344181060791016,0.015629157423973083,0.0051184846088290215,-0.0019026336958631873,1.2044007778167725,1.0663478374481201,0.3502519726753235,0.43681228160858154,0.8526161313056946,1.0,0,758.0,938.0,1126.0,1.7543821334838867,1.8277100324630737,3.096264123916626,3.1229336261749268,1.759291172027588,0,0,0,0,0,0.9759829640388489,-0.97005695104599,0.04462261125445366,0.011717813089489937,-0.0022315243259072304,1.070119857788086,-1.0843403339385986,0.15907204151153564,-0.09155800938606262,0.059842076152563095,1.1913970708847046,1.2280737161636353,2.8502423763275146,2.996647357940674,2.1101980209350586
22,Tue Apr 26 12:00:23 2022,4441,4441,4441,4441,4450,3.0334198474884033,2.477783203125,3.72076416015625,3.99993896484375,2.999999761581421,3.0334198474884033,2.0,1.8980712890625,2.0,1.5,1.6923331022262573,-1.0311545133590698,0.011138038709759712,0.01925705000758171,0.02582676149904728,1.7774040699005127,1.1332937479019165,0.6012242436408997,1.2301783561706543,1.2601239681243896,1.0,30.0,1005.0,1062.0,1174.0,1.7066574096679688,1.7647675275802612,3.157010555267334,1.625780463218689,1.190359115600586,0,0,0,0,0,0.9521375298500061,-0.9098740220069885,0.01852559857070446,0.01565386913716793,0.02049541287124157,1.1349738836288452,-1.2208806276321411,0.0828896164894104,-0.003743100445717573,0.03327444568276405,1.3692843914031982,1.607174038887024,2.6797451972961426,1.8976047039031982,1.2952806949615479
23,Tue Apr 26 12:00:25 2022,4443,4443,4443,4443,4452,3.135779857635498,2.19989013671875,3.77020263671875,3.99993896484375,2.999999761581421,3.135779857635498,2.0,1.941650390625,2.0,1.5,1.6900076866149902,-1.0319241285324097,0.011484527960419655,-0.0093300249427557,0.019724756479263306,1.7741161584854126,1.1256340742111206,0.6185387372970581,1.2238649129867554,1.259756088256836,1.0,12.0,996.0,1044.0,1153.0,1.7675166130065918,1.7767763137817383,3.1390926837921143,1.6341673135757446,1.190706729888916,0,0,0,0,0,0.9525913596153259,-0.9167491793632507,0.018567193299531937,-0.0076234107837080956,0.01565760001540184,1.132842779159546,-1.2141739130020142,0.0506599135696888,0.028367239981889725,0.029760165140032768,1.362761378288269,1.5919020175933838,2.760957717895508,1.9161384105682373,1.2969869375228882
24,Tue Apr 26 12:00:28 2022,4446,4446,4446,4446,4455,3.2525222301483154,2.35186767578125,3.54425048828125,3.99993896484375,2.999999761581421,3.2525222301483154,2.0,1.803955078125,2.0,1.5,1.6879184246063232,-1.0306428670883179,0.012102660723030567,-0.0013986206613481045,0.025449570268392563,1.775860071182251,1.1322954893112183,0.6243956089019775,1.2339982986450195,1.2591289281845093,1.0,30.0,1020.0,1046.0,1152.0,1.8315194845199585,1.7663233280181885,2.8891220092773438,1.6207478046417236,1.1912997961044312,0,0,0,0,0,0.9504793882369995,-0.9102243185043335,0.01938300020992756,-0.00113340571988374,0.020212044939398766,1.1395633220672607,-1.2259258031845093,0.01743929460644722,-0.0025290283374488354,0.03287595137953758,1.3821903467178345,1.623991847038269,2.5125954151153564,1.8684000968933105,1.2997462749481201
25,Tue Apr 26 12:00:30 2022,4448,4448,4448,4448,4457,3.2157700061798096,2.59234619140625,3.68157958984375,3.99993896484375,2.999999761581421,3.2157700061798096,2.0,2.0,2.0,1.5,1.6785982847213745,-1.0296604633331299,0.012367820367217064,-0.003470306284725666,0.01711496151983738,1.764426350593567,1.1302324533462524,0.6464720368385315,1.1907331943511963,1.2492345571517944,1.0,32.0,1003.0,1047.0,1206.0,1.8225584030151367,1.769547462463379,3.093714714050293,1.6796374320983887,1.200735330581665,0,0,0,0,0,0.9513564109802246,-0.9110165238380432,0.0191312525421381,-0.002914428012445569,0.01370035856962204,1.1349034309387207,-1.2228879928588867,-0.05184300243854523,0.017583925276994705,0.03173787146806717,1.3677926063537598,1.6200547218322754,2.816094398498535,1.9713926315307617,1.315374493598938
26,Tue Apr 26 12:00:33 2022,4451,4451,4451,4451,4460,3.1422460079193115,2.46832275390625,3.71441650390625,3.99993896484375,2.999999761581421,3.1422460079193115,2.0,2.0,2.0,1.5,1.5378105640411377,-1.029672384262085,0.011673660017549992,0.00472057331353426,0.007540450897067785,1.6305890083312988,1.1148321628570557,0.5826905965805054,1.0375162363052368,1.0031476020812988,1.0,44.0,850.0,993.0,1029.0,1.927061915397644,1.793992042541504,3.4323532581329346,1.9276807308197021,1.495293378829956,0,0,0,0,0,0.9431012868881226,-0.9236119985580444,0.0200340636074543,0.004549879115074873,0.007516791112720966,1.1751028299331665,-1.18893301486969,-0.09486532211303711,0.05455121025443077,0.027570152655243874,1.5013171434402466,1.5330135822296143,3.356930732727051,2.5742480754852295,1.9956344366073608
27,Tue Apr 26 12:00:35 2022,4453,4453,4453,4453,4462,1.1371246576309204,1.11383056640625,0.5137939453125,0.529541015625,0.9446132183074951,1.1371246576309204,1.11383056640625,0.28729248046875,0.27813720703125,0.5107923746109009,1.0370852947235107,-1.0345677137374878,0.015104102902114391,0.005332717671990395,0.00013367303472477943,1.037261962890625,1.0347360372543335,0.04971451312303543,0.052541621029376984,0.08806198835372925,1.0,0,659.0,951.0,1462.0,1.0962753295898438,1.076439380645752,5.778845310211182,5.293654918670654,5.800373077392578,0,0,0,0,0,0.9998296499252319,-0.999837338924408,0.3038167655467987,0.10149510949850082,0.0015179425245150924,1.0005159378051758,-1.000491976737976,0.6567556858062744,0.05714898183941841,0.13398869335651398,1.0013856887817383,1.0013113021850586,5.482874870300293,6.593906879425049,7.023651599884033
28,Tue Apr 26 12:00:38 2022,4456,4456,4456,4456,4465,2.8486976623535156,2.24871826171875,3.99993896484375,3.14453125,2.999999761581421,2.8486976623535156,2.0,2.0,1.63446044921875,1.5,1.0879884958267212,-1.033501148223877,0.017310142517089844,0.0053717042319476604,-0.0014717649901285768,1.1043293476104736,1.04380464553833,0.2838636338710785,0.4111804664134979,0.5695016384124756,1.0,4.0,649.0,883.0,1269.0,2.5795724391937256,1.916067361831665,7.0456366539001465,3.975044012069702,2.6338818073272705,0,0,0,0,0,0.9852029085159302,-0.9901288747787476,0.06098048761487007,0.013064103201031685,-0.0025843032635748386,1.0609570741653442,-1.0273714065551758,0.21390105783939362,-0.06332142651081085,0.1323191374540329,1.202614665031433,1.0777872800827026,21.165422439575195,3.3270621299743652,4.764162063598633
29,Tue Apr 26 12:00:40 2022,4458,4458,4458,4458,4467,2.2473182678222656,1.5792236328125,1.87982177734375,3.14202880859375,2.999999761581421,2.2473182678222656,1.5792236328125,0.9886474609375,1.59619140625,1.5,1.1545153856277466,-1.0349599123001099,0.01435291301459074,0.003077545203268528,-0.0002192886604461819,1.1729243993759155,1.0518159866333008,0.3049655258655548,0.4200383126735687,0.8003745079040527,1.0,0,559.0,914.0,962.0,1.9159958362579346,1.5014257431030273,3.241833448410034,3.8001091480255127,1.8741226196289062,0,0,0,0,0,0.9843050241470337,-0.9839743375778198,0.047064051032066345,0.007326820399612188,-0.0002739825577009469,1.049163579940796,-1.046595811843872,0.04522184282541275,-0.011351328343153,0.019576307386159897,1.137584924697876,1.1250097751617432,2.774841547012329,3.4138882160186768,2.244037389755249
30,Tue Apr 26 12:00:43 2022,4461,4461,4461,4461,4470,2.4541730880737305,1.99688720703125,1.9993896484375,2.98779296875,2.999999761581421,2.4541730880737305,1.99688720703125,1.00360107421875,1.52825927734375,1.5,1.166012167930603,-1.033443808555603,0.012257499620318413,0.005358390975743532,-0.003111944766715169,1.18892502784729,1.0543811321258545,0.3508867919445038,0.44234076142311096,0.8509165048599243,1.0,0,744.0,925.0,1139.0,2.064194917678833,1.8938950300216675,2.860184907913208,3.4549365043640137,1.7628051042556763,0,0,0,0,0,0.9807280898094177,-0.9801425337791443,0.03493291884660721,0.012113717384636402,-0.0036571682430803776,1.0603748559951782,-1.0571672916412354,0.08519646525382996,-0.04433797299861908,0.012173905968666077,1.1706558465957642,1.1543935537338257,2.729057550430298,3.1232388019561768,2.098285436630249
31,Tue Apr 26 12:00:45 2022,4463,4463,4463,4463,4472,2.128026008605957,1.77044677734375,2.251953125,2.97137451171875,2.999999761581421,2.128026008605957,1.77044677734375,1.19573974609375,1.51318359375,1.5,1.1771020889282227,-1.0341938734054565,0.015636634081602097,0.006729430984705687,-0.0019163571996614337,1.2036930322647095,1.0644646883010864,0.3483838140964508,0.4409332871437073,0.8567397594451904,1.0,0,747.0,923.0,1152.0,1.7679141759872437,1.6632273197174072,3.43224835395813,3.431774377822876,1.7508233785629272,0,0,0,0,0,0.9779088497161865,-0.971562385559082,0.044883355498313904,0.015261789783835411,-0.0022368018981069326,1.064132809638977,-1.0792955160140991,0.29883748292922974,-0.045510441064834595,0.024435780942440033,1.1743699312210083,1.2133489847183228,3.0014429092407227,2.9758353233337402,2.0816924571990967
