,time_stamp,AccXYZ_range,AccX_range,AccY_range,AccZ_range,AE_range,AccXYZ_Absolute Peak,AccX_Absolute Peak,AccY_Absolute Peak,AccZ_Absolute Peak,AE_Absolute Peak,AccXYZ_Mean,AccX_Mean,AccY_Mean,AccZ_Mean,AE_Mean,AccXYZ_RMS,AccX_RMS,AccY_RMS,AccZ_RMS,AE_RMS,AccXYZ_Crest Factor,AccX_Crest Factor,AccY_Crest Factor,AccZ_Crest Factor,AE_Crest Factor,AccXYZ_SNR,AccX_SNR,AccY_SNR,AccZ_SNR,AE_SNR,AccXYZ_Skewness,AccX_Skewness,AccY_Skewness,AccZ_Skewness,AE_Skewness,AccXYZ_Kurtosis,AccX_Kurtosis,AccY_Kurtosis,AccZ_Kurtosis,AE_Kurtosis
10,Tue Apr 26 11:59:56 2022,2.113881826400757,1.73858642578125,2.21630859375,3.33251953125,2.999999761581421,2.113881826400757,1.73858642578125,1.214111328125,1.76910400390625,1.5,1.1832903623580933,-1.0343801975250244,0.0148842623457312,0.0062824632041156,-0.0019039711914956,1.2112877368927002,1.065124750137329,0.3449943959712982,0.4622847437858581,0.8658202886581421,1.745152473449707,1.6322842836380005,3.519220352172852,3.826870918273926,1.7324610948562622,0.97688627243042,-0.9711352586746216,0.0431434884667396,0.0135900294408202,-0.0021990374661982,1.067873477935791,-1.0805922746658323,0.162151962518692,-0.0156200239434838,0.0315413065254688,1.185462474822998,1.216524362564087,2.790364980697632,3.333537578582764,2.098804473876953
11,Tue Apr 26 11:59:58 2022,3.067030906677246,2.30889892578125,3.71575927734375,3.99993896484375,2.999999761581421,3.067030906677246,2.0,1.9854736328125,2.0,1.5,1.7460156679153442,-1.0314209461212158,0.0088620372116565,0.0051646805368363,0.0215240605175495,1.8360332250595093,1.1413798332214355,0.640811026096344,1.2874897718429563,1.2769646644592283,1.6704659461975098,1.7522650957107544,3.0983762741088867,1.5534104108810425,1.174660563468933,0.9509717226028442,-0.9036614298820496,0.0138294082134962,0.0040114340372383,0.0168556421995162,1.1366448402404783,-1.238242745399475,0.0206144228577613,6.939975719433278e-05,0.0321416109800338,1.3723175525665283,1.6585482358932495,2.7840981483459477,1.810516357421875,1.273761749267578
12,Tue Apr 26 12:00:01 2022,3.2465262413024902,2.3499755859375,3.90240478515625,3.99993896484375,2.999999761581421,3.2465262413024902,2.0,1.95660400390625,2.0,1.5,1.6638585329055786,-1.0291707515716553,0.0119525911286473,-0.0028771590441465,0.0110376933589577,1.7460952997207642,1.124764323234558,0.6197972297668457,1.173748254776001,1.2368052005767822,1.8593064546585083,1.7781503200531006,3.1568453311920166,1.703942894935608,1.212802171707153,0.9529024958610536,-0.915010154247284,0.0192846804857254,-0.0024512573145329,0.0089243585243821,1.133538007736206,-1.2113597393035889,0.0934005752205848,0.0333655141294002,0.0218780897557735,1.3673007488250732,1.5866706371307373,2.820379734039306,2.019963026046753,1.3316038846969604
13,Tue Apr 26 12:00:03 2022,3.0098087787628174,2.57098388671875,3.6224365234375,3.99993896484375,2.999999761581421,3.0098087787628174,2.0,1.86846923828125,2.0,1.5,1.6879239082336426,-1.031548023223877,0.0110277561470866,-0.0032508850563317,0.020424585789442,1.7665854692459106,1.139488697052002,0.622759222984314,1.197731614112854,1.2565535306930542,1.7037436962127686,1.7551732063293457,3.000307559967041,1.669823169708252,1.1937414407730105,0.9554725289344788,-0.9052727222442628,0.017707897350192,-0.0027142015751451,0.016254449263215,1.12532377243042,-1.226386308670044,0.0495255813002586,0.0157901905477046,0.0321881212294101,1.3428394794464111,1.6224156618118286,2.6611223220825195,1.916506052017212,1.3034709692001345
14,Tue Apr 26 12:00:06 2022,3.1418473720550537,2.4453125,3.79412841796875,3.99993896484375,2.999999761581421,3.1418473720550537,2.0,2.0,2.0,1.5,1.698782205581665,-1.0280768871307373,0.009861946105957,-0.0002061080886051,0.0209288988262414,1.782498121261597,1.1344820261001587,0.6689650416374207,1.2011401653289795,1.2477262020111084,1.7626091241836548,1.7629190683364868,2.9896929264068604,1.6650846004486084,1.2021868228912354,0.953034520149231,-0.9062081575393676,0.0147420950233936,-0.0001715936959953,0.0167736317962408,1.1327543258666992,-1.2271865606307983,-0.0481215715408325,-0.0326079539954662,0.0318913422524929,1.3642985820770264,1.628365159034729,2.828131437301636,1.9519635438919067,1.3179596662521362
15,Tue Apr 26 12:00:08 2022,1.1621712446212769,1.11279296875,0.62091064453125,0.55548095703125,1.0790880918502808,1.1621712446212769,1.11279296875,0.34307861328125,0.297607421875,0.5616833567619324,1.0381150245666504,-1.0348049402236938,0.0148992920294404,0.0056800078600645,9.620705532142892e-05,1.0383267402648926,1.0350093841552734,0.0546735152602195,0.0623521730303764,0.1117755398154258,1.1192731857299805,1.0751525163650513,6.2750420570373535,4.773007869720459,5.0251007080078125,0.9997960925102234,-0.9998024702072144,0.2725138962268829,0.0910955891013145,0.0008607165073044,1.0006191730499268,-1.0005942583084106,0.3722074925899505,0.5323700308799744,0.1348918676376342,1.001662015914917,1.001583695411682,6.3697123527526855,5.749654769897461,5.463155746459961
16,Tue Apr 26 12:00:10 2022,1.1322989463806152,1.0968017578125,0.4195556640625,0.45831298828125,0.9085407257080078,1.1322989463806152,1.0968017578125,0.2149658203125,0.24163818359375,0.4573418498039245,1.037010669708252,-1.0344446897506714,0.0152697749435901,0.0055807493627071,3.020799340447411e-05,1.037168025970459,1.034597396850586,0.0487557984888553,0.0543039441108703,0.0965813919901847,1.091721773147583,1.0601242780685425,4.409030914306641,4.449735641479492,4.735300064086914,0.9998483061790466,-0.999852418899536,0.3131889104843139,0.1027687638998031,0.0003127724048681,1.0004570484161377,-1.0004467964172363,0.6784394979476929,0.2089113444089889,-0.0075718811713159,1.0012246370315552,1.0011935234069824,3.835031032562256,4.558038711547852,4.488175868988037
17,Tue Apr 26 12:00:13 2022,1.7506040334701538,1.64312744140625,1.889892578125,2.32470703125,2.999999761581421,1.7506040334701538,1.64312744140625,0.96063232421875,1.23529052734375,1.5,1.138149380683899,-1.0348418951034546,0.0154221346601843,0.005181236192584,0.0010155934141948,1.152321457862854,1.0492541790008545,0.2916672527790069,0.376617282629013,0.7796306014060974,1.5191975831985474,1.5659955739974976,3.29358983039856,3.2799623012542725,1.9239881038665767,0.9877012968063354,-0.9862642884254456,0.0528757832944393,0.0137572977691888,0.0013026597443968,1.0379345417022705,-1.0401384830474854,0.1173802688717842,0.0994810387492179,0.0536269322037696,1.104501247406006,1.1077407598495483,2.858215570449829,2.998508214950561,2.287693738937378
18,Tue Apr 26 12:00:15 2022,2.224027633666992,1.677001953125,1.83209228515625,2.895751953125,2.999999761581421,2.224027633666992,1.677001953125,0.92864990234375,1.5933837890625,1.5,1.1505998373031616,-1.035022854804993,0.0155624393373727,0.0065172957256436,0.0008107139146886,1.1677008867263794,1.0517094135284424,0.2988176941871643,0.4100505113601684,0.8162797689437866,1.9046210050582888,1.5945488214492798,3.1077473163604736,3.8858232498168954,1.8376052379608157,0.9853549599647522,-0.9841338992118835,0.0520800463855266,0.0158938858658075,0.0009931814856827,1.045943260192871,-1.046241283416748,0.1186105459928512,-0.0333008356392383,0.001955991378054,1.128681778907776,1.1243840456008911,2.8482983112335205,3.046416997909546,2.159492254257202
19,Tue Apr 26 12:00:18 2022,2.27190899848938,1.85101318359375,2.14703369140625,3.1690673828125,2.999999761581421,2.27190899848938,1.85101318359375,1.08258056640625,1.623046875,1.5,1.18109393119812,-1.0342915058135986,0.0148830413818359,0.0056226728484034,0.0011990321800112,1.207832932472229,1.0641968250274658,0.3411587178707123,0.4582101106643677,0.8658419251441956,1.8809795379638672,1.7393523454666138,3.173246145248413,3.5421454906463623,1.7324178218841553,0.9778620004653932,-0.9718986749649048,0.0436249785125255,0.0122709488496184,0.0013848164817318,1.0655429363250732,-1.0793448686599731,0.1464605182409286,0.0932588353753089,0.0474047027528286,1.1800867319107056,1.2141399383544922,2.8482229709625244,2.989382028579712,2.067401647567749
20,Tue Apr 26 12:00:20 2022,2.1129791736602783,1.948974609375,2.1405029296875,2.7154541015625,2.999999761581421,2.1129791736602783,1.948974609375,1.08447265625,1.3641357421875,1.5,1.1754746437072754,-1.0344181060791016,0.015629157423973,0.005118484608829,-0.0019026336958631,1.2044007778167725,1.06634783744812,0.3502519726753235,0.4368122816085815,0.8526161313056946,1.7543821334838867,1.8277100324630735,3.096264123916626,3.1229336261749268,1.759291172027588,0.9759829640388488,-0.97005695104599,0.0446226112544536,0.0117178130894899,-0.0022315243259072,1.070119857788086,-1.0843403339385986,0.1590720415115356,-0.0915580093860626,0.059842076152563,1.1913970708847046,1.2280737161636353,2.850242376327514,2.996647357940674,2.1101980209350586
21,Tue Apr 26 12:00:23 2022,3.0334198474884038,2.477783203125,3.72076416015625,3.99993896484375,2.999999761581421,3.0334198474884038,2.0,1.8980712890625,2.0,1.5,1.692333102226257,-1.0311545133590698,0.0111380387097597,0.0192570500075817,0.0258267614990472,1.7774040699005127,1.1332937479019165,0.6012242436408997,1.2301783561706543,1.2601239681243896,1.7066574096679688,1.7647675275802612,3.157010555267334,1.625780463218689,1.190359115600586,0.952137529850006,-0.9098740220069884,0.0185255985707044,0.0156538691371679,0.0204954128712415,1.1349738836288452,-1.2208806276321411,0.0828896164894104,-0.0037431004457175,0.033274445682764,1.3692843914031982,1.607174038887024,2.6797451972961426,1.8976047039031985,1.295280694961548
22,Tue Apr 26 12:00:25 2022,3.135779857635498,2.19989013671875,3.77020263671875,3.99993896484375,2.999999761581421,3.135779857635498,2.0,1.941650390625,2.0,1.5,1.6900076866149902,-1.0319241285324097,0.0114845279604196,-0.0093300249427557,0.0197247564792633,1.7741161584854126,1.1256340742111206,0.6185387372970581,1.2238649129867554,1.259756088256836,1.7675166130065918,1.7767763137817385,3.1390926837921143,1.6341673135757446,1.190706729888916,0.952591359615326,-0.9167491793632508,0.0185671932995319,-0.007623410783708,0.0156576000154018,1.132842779159546,-1.2141739130020142,0.0506599135696888,0.0283672399818897,0.0297601651400327,1.362761378288269,1.5919020175933838,2.760957717895508,1.9161384105682373,1.2969869375228882
23,Tue Apr 26 12:00:28 2022,3.2525222301483154,2.35186767578125,3.54425048828125,3.99993896484375,2.999999761581421,3.2525222301483154,2.0,1.803955078125,2.0,1.5,1.6879184246063232,-1.030642867088318,0.0121026607230305,-0.0013986206613481,0.0254495702683925,1.775860071182251,1.1322954893112185,0.6243956089019775,1.2339982986450195,1.2591289281845093,1.8315194845199585,1.7663233280181885,2.889122009277344,1.6207478046417236,1.1912997961044312,0.9504793882369996,-0.9102243185043336,0.0193830002099275,-0.0011334057198837,0.0202120449393987,1.1395633220672607,-1.2259258031845093,0.0174392946064472,-0.0025290283374488,0.0328759513795375,1.3821903467178345,1.623991847038269,2.5125954151153564,1.8684000968933103,1.29974627494812
24,Tue Apr 26 12:00:30 2022,3.2157700061798096,2.59234619140625,3.68157958984375,3.99993896484375,2.999999761581421,3.2157700061798096,2.0,2.0,2.0,1.5,1.6785982847213743,-1.02966046333313,0.012367820367217,-0.0034703062847256,0.0171149615198373,1.764426350593567,1.1302324533462524,0.6464720368385315,1.1907331943511963,1.2492345571517944,1.8225584030151367,1.769547462463379,3.093714714050293,1.679637432098389,1.200735330581665,0.9513564109802246,-0.9110165238380432,0.0191312525421381,-0.0029144280124455,0.013700358569622,1.1349034309387207,-1.2228879928588867,-0.0518430024385452,0.0175839252769947,0.0317378714680671,1.3677926063537598,1.6200547218322754,2.816094398498535,1.9713926315307615,1.315374493598938
25,Tue Apr 26 12:00:33 2022,3.1422460079193115,2.46832275390625,3.71441650390625,3.99993896484375,2.999999761581421,3.1422460079193115,2.0,2.0,2.0,1.5,1.5378105640411377,-1.029672384262085,0.0116736600175499,0.0047205733135342,0.0075404508970677,1.6305890083312988,1.1148321628570557,0.5826905965805054,1.0375162363052368,1.0031476020812988,1.927061915397644,1.793992042541504,3.4323532581329346,1.927680730819702,1.495293378829956,0.9431012868881226,-0.9236119985580444,0.0200340636074543,0.0045498791150748,0.0075167911127209,1.1751028299331665,-1.18893301486969,-0.0948653221130371,0.0545512102544307,0.0275701526552438,1.5013171434402466,1.5330135822296145,3.356930732727051,2.574248075485229,1.9956344366073608
26,Tue Apr 26 12:00:35 2022,1.1371246576309204,1.11383056640625,0.5137939453125,0.529541015625,0.9446132183074952,1.1371246576309204,1.11383056640625,0.28729248046875,0.27813720703125,0.5107923746109009,1.0370852947235107,-1.0345677137374878,0.0151041029021143,0.0053327176719903,0.0001336730347247,1.037261962890625,1.0347360372543335,0.0497145131230354,0.0525416210293769,0.0880619883537292,1.0962753295898438,1.076439380645752,5.778845310211182,5.293654918670654,5.800373077392578,0.999829649925232,-0.999837338924408,0.3038167655467987,0.1014951094985008,0.001517942524515,1.0005159378051758,-1.000491976737976,0.6567556858062744,0.0571489818394184,0.1339886933565139,1.0013856887817385,1.0013113021850586,5.482874870300293,6.593906879425049,7.023651599884033
27,Tue Apr 26 12:00:38 2022,2.848697662353516,2.24871826171875,3.99993896484375,3.14453125,2.999999761581421,2.848697662353516,2.0,2.0,1.63446044921875,1.5,1.0879884958267212,-1.033501148223877,0.0173101425170898,0.0053717042319476,-0.0014717649901285,1.1043293476104736,1.04380464553833,0.2838636338710785,0.4111804664134979,0.5695016384124756,2.5795724391937256,1.916067361831665,7.0456366539001465,3.975044012069702,2.6338818073272705,0.9852029085159302,-0.9901288747787476,0.06098048761487,0.0130641032010316,-0.0025843032635748,1.0609570741653442,-1.0273714065551758,0.2139010578393936,-0.0633214265108108,0.1323191374540329,1.202614665031433,1.0777872800827026,21.165422439575195,3.327062129974365,4.764162063598633
28,Tue Apr 26 12:00:40 2022,2.2473182678222656,1.5792236328125,1.87982177734375,3.14202880859375,2.999999761581421,2.2473182678222656,1.5792236328125,0.9886474609375,1.59619140625,1.5,1.1545153856277466,-1.03495991230011,0.0143529130145907,0.0030775452032685,-0.0002192886604461,1.1729243993759155,1.0518159866333008,0.3049655258655548,0.4200383126735687,0.8003745079040527,1.9159958362579343,1.5014257431030271,3.241833448410034,3.8001091480255127,1.8741226196289065,0.9843050241470336,-0.9839743375778198,0.0470640510320663,0.0073268203996121,-0.0002739825577009,1.049163579940796,-1.046595811843872,0.0452218428254127,-0.011351328343153,0.0195763073861598,1.137584924697876,1.1250097751617432,2.774841547012329,3.4138882160186768,2.244037389755249
29,Tue Apr 26 12:00:43 2022,2.4541730880737305,1.99688720703125,1.9993896484375,2.98779296875,2.999999761581421,2.4541730880737305,1.99688720703125,1.00360107421875,1.52825927734375,1.5,1.166012167930603,-1.033443808555603,0.0122574996203184,0.0053583909757435,-0.0031119447667151,1.18892502784729,1.0543811321258545,0.3508867919445038,0.4423407614231109,0.8509165048599243,2.064194917678833,1.8938950300216677,2.860184907913208,3.4549365043640137,1.7628051042556765,0.9807280898094176,-0.9801425337791444,0.0349329188466072,0.0121137173846364,-0.0036571682430803,1.0603748559951782,-1.0571672916412354,0.0851964652538299,-0.044337972998619,0.012173905968666,1.1706558465957642,1.1543935537338257,2.729057550430298,3.1232388019561768,2.098285436630249
30,Tue Apr 26 12:00:45 2022,2.128026008605957,1.77044677734375,2.251953125,2.97137451171875,2.999999761581421,2.128026008605957,1.77044677734375,1.19573974609375,1.51318359375,1.5,1.1771020889282229,-1.0341938734054563,0.015636634081602,0.0067294309847056,-0.0019163571996614,1.2036930322647097,1.0644646883010864,0.3483838140964508,0.4409332871437073,0.8567397594451904,1.7679141759872437,1.6632273197174072,3.43224835395813,3.431774377822876,1.7508233785629272,0.9779088497161864,-0.971562385559082,0.0448833554983139,0.0152617897838354,-0.0022368018981069,1.064132809638977,-1.0792955160140991,0.2988374829292297,-0.0455104410648345,0.02443578094244,1.1743699312210083,1.2133489847183228,3.0014429092407227,2.97583532333374,2.0816924571990967
31,Tue Apr 26 12:00:48 2022,3.46406626701355,3.99993896484375,3.5887451171875,3.99993896484375,2.999999761581421,3.46406626701355,2.0,1.85211181640625,2.0,1.5,1.412689208984375,-1.0146446228027344,0.013062248006463,0.0334422700107097,0.0265032611787319,1.514417052268982,1.114435791969299,0.6195655465126038,1.2732458114624023,1.278840184211731,2.2873926162719727,1.7946300506591797,2.9893717765808105,1.5707886219024658,1.1729377508163452,0.9328270554542542,-0.910455882549286,0.0210829153656959,0.0262653678655624,0.0207244511693716,1.2414581775665283,-1.0846751928329468,-0.0164221320301294,-0.0019392957910895,0.0391326174139976,1.762631058692932,1.4494301080703735,2.661614179611206,1.804073929786682,1.2665727138519287
32,Tue Apr 26 12:00:50 2022,3.033111095428467,2.35333251953125,3.52008056640625,3.99993896484375,2.999999761581421,3.033111095428467,2.0,1.78973388671875,2.0,1.5,1.678001880645752,-1.0324041843414309,0.0126052852720022,0.0001990509044844,0.0183953698724508,1.7624902725219729,1.1312096118927002,0.5838369131088257,1.2189642190933228,1.2475366592407229,1.7209235429763794,1.7680189609527588,3.0654687881469727,1.6407372951507568,1.2023694515228271,0.9520630836486816,-0.9126550555229188,0.0215904209762811,0.0001632951170904,0.0147453537210822,1.13519024848938,-1.2192809581756592,0.0627064779400825,-0.0054436745122075,0.0376654155552387,1.3709416389465332,1.6060590744018557,2.7077410221099854,1.9266873598098757,1.3201009035110474
33,Tue Apr 26 12:00:53 2022,2.978390693664551,2.13421630859375,3.34051513671875,3.99993896484375,2.999999761581421,2.978390693664551,2.0,1.810791015625,2.0,1.5,1.6419302225112915,-1.0335758924484253,0.01157165504992,-0.0018931197701022,0.0191601030528545,1.7253471612930298,1.1247398853302002,0.5753489136695862,1.1750558614730835,1.2426804304122925,1.7262558937072754,1.778188943862915,3.147291898727417,1.7020467519760132,1.2070682048797607,0.9516521096229552,-0.9189466238021852,0.0201124139130115,-0.0016110892174765,0.01541836746037,1.1366546154022217,-1.212009310722351,0.1092677190899849,0.0498683899641037,0.0298567321151494,1.3756462335586548,1.58604633808136,2.7197253704071045,1.9677443504333496,1.3235880136489868
34,Tue Apr 26 12:00:55 2022,3.1623077392578125,2.2606201171875,3.7916259765625,3.99993896484375,2.999999761581421,3.1623077392578125,2.0,1.927734375,2.0,1.5,1.6834486722946167,-1.029659390449524,0.0123366927728056,0.0046590040437877,0.0175269208848476,1.7682902812957764,1.1262733936309814,0.634772002696991,1.206409931182861,1.2511532306671145,1.788341999053955,1.775767803192139,3.0368926525115967,1.6578112840652466,1.198893904685974,0.952020525932312,-0.914218008518219,0.0194348413497209,0.003861874807626,0.0140086123719811,1.133884072303772,-1.213665246963501,-0.0008466693107038,0.0580745786428451,0.0300865806639194,1.3654704093933103,1.5897711515426636,2.7948944568634038,1.9440093040466309,1.311956763267517
35,Tue Apr 26 12:00:58 2022,1.1306124925613403,1.109130859375,0.3995361328125,0.43316650390625,0.9196370244026184,1.1306124925613403,1.109130859375,0.207275390625,0.23138427734375,0.500501275062561,1.0363630056381226,-1.0348204374313354,0.0141536714509129,0.0053929518908262,-0.0001648978941375,1.0364794731140137,1.034938097000122,0.0437156558036804,0.0357956476509571,0.0679489448666572,1.0908199548721311,1.071688175201416,4.741445064544678,6.464033603668213,7.365843296051025,0.9998876452445984,-0.9998863339424132,0.3237666487693786,0.1506594270467758,-0.0024267910048365,1.0003383159637451,-1.000334620475769,0.7162925601005554,0.289092481136322,-0.0161699522286653,1.0009026527404783,1.000888705253601,4.075293064117432,7.122076511383057,8.023801803588867
